GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes)
G100000113645,L100000101422,China,https://www.gem.wiki/Weiqiao_Zouping-3_power_station,Weiqiao Zouping-3 power station,Phase II Unit 5,,魏桥集团邹平三电,Zouping Hongxu Thermal Power Co Ltd [100%],Hongqiao Investment (Hong Kong) [94.5%]; other [5.5%],150,retired,2008,2020,,subcritical,anthracite,,,Economy Development District,Zouping,Binzhou,Shandong,Eastern Asia,Asia,36.907696,117.774091,exact,,,,aluminum,,,12,0.53,11312.6,98300,0.817112651,0,0
G100000113625,L100000101423,China,https://www.gem.wiki/Weiqiao_Zouping-4_power_station,Weiqiao Zouping-4 power station,Unit 1,Weiqiao Binteng Textile power station,魏桥集团邹平四电,Shandong Weiqiao Pioneering Group Co Ltd [100%],Shandong Weiqiao Investment Holding Co Ltd [31.2%]; natural person(s) [30.0%]; Binzhou Hanchuang Technology Development Partnership LP [20.0%]; other [18.8%],60,retired,2004,2016,,subcritical,unknown,,,Economy Development District,Zouping,Binzhou,Shandong,Eastern Asia,Asia,36.910672,117.785357,exact,,,,aluminum,,,12,0.53,11312.6,96100,0.319530115,0,0
G100000113633,L100000101424,China,https://www.gem.wiki/Weiqiao_Zouping-5_power_station,Weiqiao Zouping-5 power station,Unit 1,,魏桥集团邹平五电,Shandong Weiqiao Pioneering Group Co Ltd [100%],Shandong Weiqiao Investment Holding Co Ltd [31.2%]; natural person(s) [30.0%]; Binzhou Hanchuang Technology Development Partnership LP [20.0%]; other [18.8%],60,retired,2004,2016,,subcritical,unknown,,,Economy Development District,Zouping,Binzhou,Shandong,Eastern Asia,Asia,36.913539,117.774792,exact,,,,aluminum,,,12,0.53,11312.6,96100,0.319530115,0,0
G100000110814,L100000101425,China,https://www.gem.wiki/Weiqiao_Zouping-7_power_station,Weiqiao Zouping-7 power station,Phase II Unit 5,长山热电厂,魏桥集团邹平七电,Zouping Huineng Thermal Power Co Ltd [100%],other [48.5%]; Shandong Weiqiao Investment Holding Co Ltd [19.8%]; Shandong Weiqiao Pioneering Group Co Ltd [19.0%]; Binzhou Hanchuang Technology Development Partnership LP [12.7%],330,operating,2014,,,subcritical,unknown,,,Changshan Town,Zouping,Binzhou,Shandong,Eastern Asia,Asia,36.896297,117.860459,exact,,,,aluminum,both,both,10,0.53,10442.4,96100,1.622229815,30,48.66689445
G100000105232,L100000104408,China,https://www.gem.wiki/Weishui_power_station,Weishui power station,Unit 4,"Datang Jingxing power station (Unit 4, Unit 5), 大唐井陉微水发电厂上大压小; Datang Jingxing power station (Unit 6, Unit 7)",大唐井陉微水发电厂,Datang Weishui Hydropower Plant [100%],Datang Weishui Hydropower Plant [100.0%],55,retired,,2009,,subcritical,unknown,,,Weishui,Jingxing (County),Shijiazhuang,Hebei,Eastern Asia,Asia,38.039585,114.133109,exact,,,,,,,20,0.53,12182.8,96100,0.315433575,0,0
G100000110857,L100000101723,China,https://www.gem.wiki/Weixin_power_station,Weixin power station,Unit 1,"威信云投粤电扎西能源有限公司（ (Unit 1), Weixing power station (Unit 2)",云南能投威信能源公司,Yunnan Energy Investment Weixin Energy Co Ltd [100%],Yunnan Investment Holding Group Co Ltd [51.1%]; Guangdong Electric Power Development Co Ltd [19.6%]; Power Construction Corporation of China Ltd [9.0%]; China National Tobacco Corp [7.3%]; Yuntianhua Group Co Ltd [6.9%]; Yunnan Tin Group (Holding) Co Ltd [0.6%]; Yunnan State-owned Enterprise Reform No. 1 Equity Investment Fund Partnership LP [0.1%]; other [0.0%],600,operating,2012,,,supercritical,anthracite,,,Linfeng,Weixin,Zhaotong,Yunnan,Eastern Asia,Asia,27.8904089,104.873518,exact,10-Oct,10-Oct,"Year: 2010, Month: 10",,,,12,0.53,9249.9,98300,2.672492729,28,74.82979642
G100000110955,L100000100755,China,https://www.gem.wiki/WISCO_Qingshan_power_station,WISCO Qingshan power station,Unit 1,"钢电一期 (Unit 1, Unit 2), 钢电二期 (Unit 3, Unit 4)",武钢青山自备电厂,Wuhan Steel and Power Co Ltd [100%],"natural person(s) [50.4%]; China Baowu Steel Group Co Ltd [33.7%]; other [10.2%]; Tianan Sub-branch, Industrial and Commercial Bank of China Wuhan Branch [5.6%]",220,operating,1996,,,subcritical,anthracite,,,Wuhan Iron & Steel plant,Qingshan,Wuhan,Hubei,Eastern Asia,Asia,30.641183,114.468031,exact,,,,iron & steel,both,,28,0.53,12182.8,98300,1.290618957,12,15.48742748
G100000102200,L100000100549,China,https://www.gem.wiki/Wu%27an_power_station,Wu'an power station,Unit 1,,大唐武安发电厂,Datang Wuan Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [74.0%]; Jizhong Energy Group Co Ltd [20.4%]; China Huarong Asset Management Co Ltd [2.8%]; China Cinda Asset Management Co Ltd [2.8%],300,operating,2012,,,subcritical,waste coal,,,Kuangshan,Wu'an,Handan,Hebei,Eastern Asia,Asia,36.81893,114.18713,exact,28-Dec-09,28-Dec-09,"Year: 2009, Month: 12, Day: 28",,,,12,0.53,10442.4,94600,1.451735318,28,40.64858891
G100000110976,L100000101696,China,https://www.gem.wiki/Wucaiwan_Bei'er_power_station,Wucaiwan Bei'er power station,Unit 1,,国家电投中煤能源新疆准东五彩湾北二电厂,Xinjiang Zhundong Wucaiwan Beier Power Plant Co Ltd [100%],State Power Investment Corp Ltd [34.0%]; China Coal Energy Co Ltd [30.0%]; Xinjiang Shihezi Development Zone Economic Construction Corp [20.0%]; Xinjiang Investment Development (Group) Co Ltd [16.0%],660,operating,2020,,,ultra-supercritical,unknown,,,Wucaiwan Town,Jimsar,Changji,Xinjiang,Eastern Asia,Asia,44.8388927,89.1908616,exact,15-Jan-15,15-Jan-15,"Year: 2015, Month: 1, Day: 15",,,,4,0.53,8272,96100,2.570115113,36,92.52414408
G100000113048,L100000100637,China,https://www.gem.wiki/Wuchang_Cogen_power_station,Wuchang Cogen power station,Unit 1,,五常市天宝热电厂,Wuchang Tianbao Heating Power Co Ltd [100%],Wuchang Tianbao Heating Power Co Ltd [100.0%],50,operating,2018,,,subcritical,unknown,,,1 Dangxiao East Road,Wuchang,Harbin,Heilongjiang,Eastern Asia,Asia,44.928246,127.144312,exact,,,,,,,6,0.53,10442.4,96100,0.245792396,34,8.356941472
G100000114879,L100000104766,China,https://www.gem.wiki/Wudi_Zhongcheng_Lubei_cogen_power_station,Wudi Zhongcheng Lubei cogen power station,Unit 2,,无棣众诚供热鲁北热电,Wudi Zhongcheng Heating Co Ltd [100%],Wudi Xinyue Chemical Group Co Ltd [100.0%],50,retired,,2023,,unknown,unknown,,,,Wudi,Binzhou,Shandong,Eastern Asia,Asia,38.091941,117.762002,exact,,,,,,,20,0.53,12047,96100,0.283561346,0,0
G100000114435,L100000104650,China,https://www.gem.wiki/Wudi_Zhongcheng_Sanyue_cogen_power_station,Wudi Zhongcheng Sanyue cogen power station,Unit 1,,无棣众诚供热三岳热电,Wudi Zhongcheng Heating Co Ltd [100%],Wudi Xinyue Chemical Group Co Ltd [100.0%],30,retired,,2023,,unknown,unknown,,,,Wudi,Binzhou,Shandong,Eastern Asia,Asia,38.099627,117.76159,exact,,,,,,,20,0.53,12047,96100,0.170136807,0,0
G100000114437,L100000104651,China,https://www.gem.wiki/Wudi_Zhongcheng_Xinyue_cogen_power_station,Wudi Zhongcheng Xinyue cogen power station,Unit 1,,无棣众诚供热鑫岳热电,Wudi Zhongcheng Heating Co Ltd [100%],Wudi Xinyue Chemical Group Co Ltd [100.0%],60,operating,2019,,,unknown,unknown,,,,Wudi,Binzhou,Shandong,Eastern Asia,Asia,38.097811,117.764709,exact,,,,,,,5,0.53,10326,96100,0.291663099,35,10.20820845
G100000113248,L100000100890,China,https://www.gem.wiki/Wuhai_Cogen_power_station,Wuhai Cogen power station,Unit 3,华能北方联合电力乌海热电厂二期,华能北方联合电力蒙华乌海热电,Inner Mongolia Mengdian Huaneng Thermal Power Co Ltd Wuhai Power Plant [100%],Inner Mongolia MengDian HuaNeng Thermal Power Corporation Ltd [100.0%],200,operating,2005,,,subcritical,unknown,,,Haila N Road,Haibowan District,Wuhai,Inner Mongolia,Eastern Asia,Asia,39.706964,106.829656,exact,,,,,,,19,0.53,11312.6,96100,1.065100384,21,22.36710806
G100000110987,L100000100757,China,https://www.gem.wiki/Wuhan_Ethylene_power_station,Wuhan Ethylene power station,Unit 1,,中石化武汉乙烯项目自备电厂,SINOPEC Wuhan Co [100%],China Petrochemical Corp [100.0%],80,operating,2012,,,subcritical,unknown,,,Jianshe,Hongshan,Wuhan,Hubei,Eastern Asia,Asia,30.65267,114.52935,exact,,,,chemicals,both,,12,0.53,11312.6,96100,0.426040153,28,11.9291243
G100000104169,L100000100218,China,https://www.gem.wiki/Wuhu_power_station,Wuhu power station,Phase II Unit 3,,华电安徽芜湖发电厂,Anhui Huadian Wuhu Power Co Ltd [100%],Huadian Power International Co Ltd [65.0%]; Huaihe Energy Holding Group Co Ltd [29.0%]; other [3.1%]; China Cinda Asset Management Co Ltd [2.9%],1000,operating,2018,,,ultra-supercritical,bituminous,,,Chongjiang Road,Sanshan,Wuhu,Anhui,Eastern Asia,Asia,31.2374445,118.1494403,exact,28-Oct-15,28-Oct-15,"Year: 2015, Month: 10, Day: 28",,,,6,0.53,8272,94600,3.833331595,34,130.3332742
G100000110993,L100000100247,China,https://www.gem.wiki/Wuhu_Zhaoda_power_station,Wuhu Zhaoda power station,Phase IV Unit 13,"Wuhu Zhongdian power station Unit 14 (Phase IV Unit 14), Wuhu Zhongdian power station Unit 13 (Phase IV Unit 13), 兆达发电公司",中电国际芜湖发电厂,Wuhu Power Generation Co Ltd [100%],CLP and WAN (Tianjin) Investment Partnership LP [100.0%],125,retired,1996,2010,,subcritical,bituminous,,,Siwan Road,Jiujiang,Wuhu,Anhui,Eastern Asia,Asia,31.45212,118.34447,exact,,,,,,,14,0.53,11312.6,94600,0.655297192,0,0
G100000111005,L100000101697,China,https://www.gem.wiki/Wujiaqu_power_station,Wujiaqu power station,Phase II Unit 5,,信发农六师煤电公司五家渠发电厂,Xinjiang Sixth Agricultural Division Coal Power Co Ltd [100%],Ningbo Zhundong Enterprise Management Partnership LP [49.0%]; Chiping Xinyou Enterprise Management Co Ltd [38.2%]; Dongfang Energy (Hong Kong) International Trading [12.8%],1100,operating,2014,,,ultra-supercritical,lignite,,,Wutong Town,Wujiaqu,,Xinjiang,Eastern Asia,Asia,44.26892,87.687877,exact,,,,aluminum,power,,10,0.53,9099.2,101000,4.952129537,30,148.5638861
G100000111014,L100000101449,China,https://www.gem.wiki/Wujing_cogen_power_station,Wujing cogen power station,Phase I Unit 11,"吴泾发电厂7期 (Phase I Unit 11, Phase I Unit 12), 吴泾30万千瓦煤机等容量替代 (Phase IR Unit 1, Phase IR Unit 2), 吴泾发电厂6期 (Phase I Unit 8, Phase I Unit 9)",国家电投上海电力吴泾热电厂,Shanghai Wujing Power Generation Co Ltd [100%],Shanghai Electric Power Co Ltd [50.0%]; Shenergy Co Ltd [50.0%],300,operating,1991,,,subcritical,bituminous,,,Wujing,Minhang,,Shanghai,Eastern Asia,Asia,31.061675,121.466186,exact,,,,,,,33,0.53,11747.7,94600,1.633202233,7,11.43241563
G100000111017,L100000105023,China,https://www.gem.wiki/Wujing-2_power_station,Wujing-2 power station,Phase II Unit 1,吴泾发电厂8期,申能吴泾第二发电厂,Shanghai Wujing No.2 Power Generation Co Ltd [100%],Shenergy Co Ltd [51.0%]; Shanghai Electric Power Co Ltd [49.0%],600,operating,2002,,,subcritical,bituminous,,,Longwu Road,Minhang,,Shanghai,Eastern Asia,Asia,31.058183,121.46318,exact,,,,,,,22,0.53,10442.4,94600,2.903470637,18,52.26247146
G100000111030,L100000101730,China,https://www.gem.wiki/Wushashan_power_station,Wushashan power station,Phase II Unit 3,,大唐乌沙山发电厂,Zhejiang Datang Wushashan Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [51.0%]; Zhejiang Zheneng Electric Power Co Ltd [35.0%]; Ningbo Energy Group Co Ltd [10.0%]; other [4.0%],600,operating,2006,,,supercritical,bituminous,,,Xizhou,Xiangshan,Ningbo,Zhejiang,Eastern Asia,Asia,29.505411,121.662934,exact,,,,,,,18,0.53,9249.9,94600,2.571900429,22,56.58180944
G100000112054,L100000100792,China,https://www.gem.wiki/Wusitai_Cogen_power_station,Wusitai Cogen power station,Phase I Unit 1,,蒙能阿拉善左旗乌斯太发电厂,Inner Mongolia Energy Power Generation Investment Group Co Ltd Wustai Thermal Power Plant [100%],Inner Mongolia Energy Power Generation Investment Group Co Ltd [90.0%]; Inner Mongolia State Owned Capital Operation Co Ltd [10.0%],300,operating,2008,,,unknown,unknown,,,Wusitai Town,Alxa Left Banner,Alxa,Inner Mongolia,Eastern Asia,Asia,39.446016,106.667694,exact,20-Oct-15,20-Oct-15,"Year: 2015, Month: 10, Day: 20",,,,16,0.53,10326,96100,1.458315493,24,34.99957182
G100000112455,L100000101608,China,https://www.gem.wiki/Wusu_power_station,Wusu power station,Phase I Unit 1,"CPI Wusu power station (Phase I Unit 1, Phase I Unit 2), Kuche Cogen Power Station (Phase II Unit 3, Phase II Unit 4)",国家电投乌苏热电,Huadian Xinjiang Wusu Energy Co Ltd [100%],China Huadian Group Corp [67.9%]; State Power Investment Corp Ltd [21.8%]; Xinjiang Investment Development (Group) Co Ltd [10.3%],300,operating,2011,,,subcritical,unknown,,,Wusu City,Wusu,Ili,Xinjiang,Eastern Asia,Asia,44.4363462,84.7604549,exact,9-Aug,9-Aug,"Year: 2009, Month: 8",,,,13,0.53,10442.4,96100,1.474754377,27,39.81836819
G100000113937,L100000104469,China,https://www.gem.wiki/Wutongqiao_power_station,Wutongqiao power station,Unit 3,,华电五通桥电厂,Sichuan Huadian Wutongqiao Power Plant [100%],Sichuan Huadian Wutongqiao Power Plant [100.0%],50,retired,1997,2007,,unknown,unknown,,,,,Leshan,Sichuan,Eastern Asia,Asia,29.3377034,103.8500848,exact,,,,,,,10,0.53,11186.5,96100,0.263306964,0,0
G100000111039,L100000100343,China,https://www.gem.wiki/Wuwei_cogen_power_station,Wuwei cogen power station,Unit 1,,甘肃电投武威热电,Gansu Power Investment Wuwei Thermal Power Co Ltd [100%],Gansu Provincial State-owned Assets Investment Group Co Ltd [51.0%]; natural person(s) [30.0%]; Gansu Investment Mixed Reform Fund LP [19.0%],350,operating,2017,,,supercritical,unknown,,,Jinyang Town,Liangzhou District,Wuwei,Gansu,Eastern Asia,Asia,37.901104,102.685854,exact,28-Mar-14,28-Mar-14,"Year: 2014, Month: 3, Day: 28",,,,7,0.53,9249.9,96100,1.52406397,33,50.29411101
G100000112856,L100000101038,China,https://www.gem.wiki/Wuxi_Rongcheng_Paper_Mill_power_station,Wuxi Rongcheng Paper Mill power station,Unit 2,,荣成纸业无锡自备电厂,Wuxi LongChen Greentech Co Ltd [100%],"Rongcheng Paper (China) Holdings [85.3%]; Long Chen Paper (China) Holdings Co.,Ltd [13.4%]; other [1.3%]",40,operating,2009,,,unknown,unknown,,,,Huishan,Wuxi,Jiangsu,Eastern Asia,Asia,31.654999,120.177883,exact,,,,pulp & paper,both,,15,0.53,11186.5,96100,0.210645571,25,5.266139279
G100000111043,L100000101536,China,https://www.gem.wiki/Wuxiang_power_station,Wuxiang power station,Unit 1,,山西焦煤西山煤电武乡和信发电厂,Wuxiang Xishan Power Generation Co Ltd [100%],Shanxi Coking Coal Energy Group Co Ltd [100.0%],600,operating,2006,,,subcritical,anthracite,,,Shangcheng Village,Wuxiang,Changzhi,Shanxi,Eastern Asia,Asia,36.82223,112.837631,exact,21-Apr-05,21-Apr-05,"Year: 2005, Month: 4, Day: 21",,,,18,0.53,9572.2,98300,2.76561205,22,60.84346511
G100000111050,L100000104939,China,https://www.gem.wiki/Xi_An_Xijiao_power_station,Xi An Xijiao cogen power station,Unit 3,,西安西郊热电厂,Xi'an Thermoelectricity Co Ltd [100%],Xi'an Urban Infrastructure Construction Investment Group Co Ltd [100.0%],50,operating,2002,,2025,subcritical,unknown,,,Hongguang Road,Weiyang District,Xi'an,Shaanxi,Eastern Asia,Asia,34.258257,108.845112,exact,,,,,,,22,0.53,12182.8,96100,0.286757796,1,0.286757796
G100000111055,L100000100302,China,https://www.gem.wiki/Xiamen_power_station,Xiamen power station,Unit 1,,鹭能电力厦门瑞新热电,Xiamen Ruixin Thermoelectricity Co Ltd [100%],Xiamen Luneng Electric Power Co Ltd [40.0%]; Fujian Ruixin Energy Comprehensive Service Co Ltd [14.8%]; Fujian Yongfu Bofa Investment Co Ltd [9.1%]; Gutian County Shengda Power Development Co Ltd [8.8%]; other [7.3%]; Fuzhou Yongfu Hengcheng Investment Management Co Ltd [5.9%]; Xiamen Yilong Investment Co Ltd [4.5%]; Xiamen Hongqishan Group Co Ltd [4.2%]; Longyan Longhui Power Investment Co Ltd [2.2%]; State Grid Fujian Electric Power Co Ltd Trade Union Committee [1.2%]; State Grid Fujian Electric Power Co Ltd Xiamen Power Supply Company Trade Union Committee [0.8%]; State Grid Fujian Electric Power Co Ltd Fuzhou Power Supply Company Trade Union Committee [0.7%]; State Grid Fujian Electric Power Co Ltd Quanzhou Power Supply Company Trade Union Committee [0.4%],50,operating,2006,,,subcritical,unknown,,,Xinglin West Road,Xinglin,Xiamen,Fujian,Eastern Asia,Asia,24.571784,118.02903,exact,,,,,,,18,0.53,11312.6,96100,0.266275096,22,5.85805211
G100000111057,L100000100303,China,https://www.gem.wiki/Xiamen_Songyu_power_station,Xiamen Songyu power station,Unit 1,华夏电力一期机组1x600MW燃煤发电机组等容量替代项目 (Unit 5),国投厦门嵩屿发电厂,Xiamen Huaxiapower International Development Co Ltd [100%],SDIC Power Holdings Co Ltd [56.0%]; Fujian Province Investment Development Group Co Ltd [24.0%]; Xiamen Jin Yuan Investment Group Co Ltd [20.0%],300,operating,1996,,,subcritical,bituminous,,,Haicang TownJiangang Road,Xinglin,Xiamen,Fujian,Eastern Asia,Asia,24.4460582,118.0267975,exact,,,,,,,28,0.53,11312.6,94600,1.572713262,12,18.87255914
G100000111070,L100000100788,China,https://www.gem.wiki/Xiangtan_power_station,Xiangtan power station,Phase III Unit 1,Datang Xiangtan power station,大唐华银湘潭发电厂,Datang Xiangtan Power Generation Co Ltd [100%],Datang Huayin Electric Power Co Ltd [100.0%],600,operating,2007,,,supercritical,anthracite,,,Shuangma,Yuetang,Xiangtan,Hunan,Eastern Asia,Asia,27.8282792,112.9968045,exact,,,,,,,17,0.53,9249.9,98300,2.672492729,23,61.46733278
G100000111072,L100000100761,China,https://www.gem.wiki/Xiantao_power_station,Xiantao power station,Unit 1,,华润电力仙桃发电厂,China Resources Power (Xiantao) Co Ltd [100%],China Resources Power Holdings Co Ltd [100.0%],660,operating,2022,,,ultra-supercritical,unknown,,,Changtangkou Town Zengjiatai Villege,,Xiantao,Hubei,Eastern Asia,Asia,30.371957,113.567148,exact,15-Sep,15-Sep,"Year: 2015, Month: 9",,,,2,0.53,8272,96100,2.570115113,38,97.66437431
G100000111087,L100000101724,China,https://www.gem.wiki/Xiaolongtan_power_station,Xiaolongtan power station,Phase III Unit 7,"国电云南电力小龙潭分公司 (Unit 1 - 6), 开远小龙潭发电厂四期扩建工程项目",国电云南电力小龙潭发电厂,Guoneng Kaiyuan Power Generation Co Ltd [100%],China Energy Investment Corp [55.0%]; Yunnan Investment Holding Group Co Ltd [28.6%]; Power Construction Corporation of China Ltd [5.1%]; China National Tobacco Corp [4.1%]; Yuntianhua Group Co Ltd [3.9%]; Yunnan Tin Group (Holding) Co Ltd [0.3%]; Yunnan State-owned Enterprise Reform No. 1 Equity Investment Fund Partnership LP [0.0%]; other [0.0%],300,operating,2006,,,subcritical,lignite,,,Xiaolongtan,Kaiyuan,Honghe,Yunnan,Eastern Asia,Asia,23.8381365,103.1957854,exact,,,,,,,18,0.53,10442.4,101000,1.54994997,22,34.09889934
G100000111090,L100000101753,China,https://www.gem.wiki/Xiaoshan_power_station,Xiaoshan power station,Unit 1,,浙能萧山发电厂,Zhejiang Zheneng Electric Power Co Ltd Xiaoshan Power Plant [100%],Zhejiang Zheneng Electric Power Co Ltd [100.0%],130,retired,1992,2014,,subcritical,bituminous,,,Tanjiadi Village,Xiaoshan,Hangzhou,Zhejiang,Eastern Asia,Asia,30.049994,120.232295,exact,,,,,,,22,0.53,12182.8,94600,0.733932855,0,0
G100000111092,L100000101537,China,https://www.gem.wiki/Xiaoyi_Xinyang_power_station,Xiaoyi Xinyang power station,Unit 1,,晋能孝义新阳低热值煤热电厂,Jinneng Xiaoyi Coal Power Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [44.9%]; Shanxi Jinhui Energy Group Co Ltd [20.0%]; Jinneng Group Co Ltd [11.0%]; China Cinda Asset Management Co Ltd [10.4%]; other [8.6%]; Jinneng Holding Group Co Ltd [3.3%]; Shanxi Coking Coal Group Co Ltd [1.7%],350,operating,2021,,,supercritical,waste coal,,,Wutong Town,Xiaoyi,Lüliang,Shanxi,Eastern Asia,Asia,37.082989,111.837991,exact,27-Jul-15,27-Jul-15,"Year: 2015, Month: 7, Day: 27",,,,3,0.53,9249.9,94600,1.50027525,37,55.51018427
G100000111098,L100000100591,China,https://www.gem.wiki/Xibaipo_power_station,Xibaipo power station,Phase III Unit 5,,河北建投西柏坡发电厂,Hebei Xibaipo No.2 Power Generation Co Ltd [100%],Hebei Construction Investment Energy Investment Co Ltd [51.0%]; Huadian Power International Co Ltd [35.0%]; Shijiazhuang Juyuan Investment Co Ltd [10.0%]; other [4.0%],600,operating,2006,,,supercritical,bituminous,,,Ping'an Road,Pingshan,Shijiazhuang,Hebei,Eastern Asia,Asia,38.245068,114.2149428,exact,,,,,,,18,0.53,9249.9,94600,2.571900429,22,56.58180944
G100000115518,L100000104929,China,https://www.gem.wiki/Xieqiao_power_station,Xieqiao power station,Unit 1,阜阳谢桥电厂,淮河能源集团谢桥电厂,Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; other [7.8%]; China Cinda Asset Management Co Ltd [7.4%],660,construction,2025,,,ultra-supercritical,unknown,,,Xieqiao,Yingshang,Fuyang,Anhui,Eastern Asia,Asia,32.739813,116.408161,approximate,7-Dec-22,7-Dec-22,"Year: 2022, Month: 12, Day: 7",,,,0,0.53,8272,96100,2.570115113,40,102.8046045
G100000111103,L100000101228,China,https://www.gem.wiki/Xihai-2_power_station,Xihai-2 power station,Unit 1,西部矿业股份有限公司唐湖电力分公司,海北煤业西海发电厂,Tanghu Branch of Qinghai Ningbei Power Generation Co Ltd [100%],Qinghai Provincial Investment Group Co Ltd [100.0%],135,operating,2007,,,subcritical,unknown,,,Xihai Town,,Haibei,Qinghai,Eastern Asia,Asia,36.974299,100.9098322,exact,,,,,,,17,0.53,11312.6,96100,0.718942759,23,16.53568346
G100000109195,L100000100951,China,https://www.gem.wiki/Xilaifeng_power_station,Xilaifeng power station,Phase I Unit 1,,神华乌海能源公司西来峰发电厂,Guoneng Inner Mongolia Xilaifeng Power Co Ltd [100%],China Energy Investment Corp [100.0%],200,operating,2010,,,subcritical,waste coal,,,Xilaifeng,Hainan District,Wuhai,Inner Mongolia,Eastern Asia,Asia,39.370805,106.892505,exact,8-Oct,8-Oct,"Year: 2008, Month: 10",,,,14,0.53,11312.6,94600,1.048475508,26,27.2603632
G100000101778,L100000101056,China,https://www.gem.wiki/Xinchang_power_station,Xinchang power station,Phase I Unit 1,"南昌发电厂异地扩建项目 (Phase I Unit 1, Phase I Unit 2)",国家电投新昌发电厂,Xinchang Power Generation Branch of Jiangxi Electric Power Co Ltd of State Power Investment Group [100%],State Power Investment Corp Ltd [54.3%]; Ping An Life Insurance Co Ltd [38.5%]; Ping An Insurance (Group) Company of China Ltd [7.2%]; other [0.0%],700,operating,2009,,,ultra-supercritical,bituminous,,,Qiaoshe Town,Xinjian,Nanchang,Jiangxi,Eastern Asia,Asia,28.8613,115.97585,exact,25-Jun-08,25-Jun-08,"Year: 2008, Month: 6, Day: 25",,,,15,0.53,9099.2,94600,2.951665328,25,73.7916332
G100000103224,L100000100478,China,https://www.gem.wiki/Xincheng_Coal_Chemical_captive_power_station,Xincheng Coal Chemical captive power station,Unit 1,,贵州水城矿业鑫晟煤化工自备电厂,Guizhou Xinsheng Coal Chemical Co Ltd [100%],Guizhou Shuikuang Holding Group Co Ltd [62.4%]; China Cinda Asset Management Co Ltd [20.2%]; other [17.3%],50,operating,2010,,,subcritical,unknown,,,Laoyingshan Town,Zhongshan District,Liupanshui,Guizhou,Eastern Asia,Asia,26.548965,105.022475,exact,,,,chemicals,both,,14,0.53,11312.6,96100,0.266275096,26,6.923152494
G100000111107,L100000101426,China,https://www.gem.wiki/Xindian_power_station,Xindian power station,Unit 3,,华能辛店电厂,Huaneng Xindian Power Generation Co Ltd [100%],Huaneng Power International Inc [95.0%]; Zibo Linzi Jiuhe Finance Holding Co Ltd [5.0%],225,retired,1977,2010,,subcritical,bituminous,,,369 Yixi Road,Linzi,Zibo,Shandong,Eastern Asia,Asia,36.7822256,118.2352687,exact,,,,,,,33,0.53,12617.9,94600,1.315635132,0,0
G100000113509,L100000101078,China,https://www.gem.wiki/Xinfeng_power_station,Xinfeng power station,Unit 1,"国家电投信丰电厂2×1000MW机组工程, 信丰电厂二期",赣浙能源信丰电厂,Jiangxi Zhejiang Guohua (Xinfeng) Power Generation Co Ltd [100%],Jiangxi Provincial Investment Group Corp [81.0%]; China Energy Investment Corp [10.0%]; Jiangxi Financial Investment Group Co Ltd [9.0%],660,operating,2022,,,ultra-supercritical,unknown,,,Datangbu Town,Xinfeng County,Ganzhou,Jiangxi,Eastern Asia,Asia,25.317591,114.919885,exact,"June 17, 2015 – 内发改能源字〔2015〕717号",17-Jun-15,"Year: 2015, Month: 6, Day: 17",,,,2,0.53,8272,96100,2.570115113,38,97.66437431
G100000115713,L100000104969,China,https://www.gem.wiki/Xing%27an_Copper-Zinc_Smelter_power_station,Xing'an Copper-Zinc Smelter power station,Unit 1,内蒙古兴安铜锌冶炼10万吨锌冶炼(二期)项目及机组,兴安铜锌冶炼自备电厂,INNER MONGOLIA XING AN TONG XIN Smelt Co Ltd [100%],Inner Mongolia Geology and Mineral Resources (Group) Co Ltd [89.4%]; Inner Mongolia State Owned Capital Operation Co Ltd [9.9%]; other [0.7%],50,retired,2015,2022,,unknown,unknown,,,Baiyinhua,West Ujimqin,Xilingol,Inner Mongolia,Eastern Asia,Asia,44.766963,118.422873,exact,,,,,,,7,0.53,10326,96100,0.243052582,0,0
G100000113703,L100000100962,China,https://www.gem.wiki/Xinghe_Cogen_power_station,Xinghe Cogen power station,Unit 1,,中国黄金内蒙古矿业兴和热电厂,China Gold Inner Mongolia Mining Co Ltd [100%],Zhongjin Gold Corp Ltd [90.0%]; Beijing Yujie Mining Industry Investment Co Ltd [10.0%],350,operating,2015,,,subcritical,unknown,,,Dong wu Hao,Xinghe,Ulanqab,Inner Mongolia,Eastern Asia,Asia,40.86604,113.747689,exact,12-Sep-15,12-Sep-15,"Year: 2015, Month: 9, Day: 12",,,,9,0.53,9572.2,96100,1.577167876,31,48.89220415
